50X50
7:x=0y=0player=0,7:x=10y=0player=0,7:x=20y=0player=0,7:x=30y=0player=0,7:x=40y=0player=0,7:x=50y=0player=0,7:x=60y=0player=0,7:x=70y=0player=0,7:x=80y=0player=0,7:x=90y=0player=0,7:x=100y=0player=0,7:x=110y=0player=0,7:x=120y=0player=0,7:x=130y=0player=0,7:x=140y=0player=0,7:x=150y=0player=0,7:x=160y=0player=0,7:x=170y=0player=0,7:x=180y=0player=0,7:x=190y=0player=0,7:x=200y=0player=0,7:x=210y=0player=0,7:x=220y=0player=0,7:x=230y=0player=0,7:x=240y=0player=0,7:x=250y=0player=0,7:x=260y=0player=0,7:x=270y=0player=0,7:x=280y=0player=0,7:x=290y=0player=0,7:x=300y=0player=0,7:x=310y=0player=0,7:x=320y=0player=0,7:x=330y=0player=0,7:x=340y=0player=0,7:x=350y=0player=0,7:x=360y=0player=0,7:x=370y=0player=0,7:x=380y=0player=0,7:x=390y=0player=0,7:x=400y=0player=0,7:x=410y=0player=0,7:x=420y=0player=0,7:x=430y=0player=0,7:x=440y=0player=0,7:x=450y=0player=0,7:x=460y=0player=0,7:x=470y=0player=0,7:x=480y=0player=0,7:x=490y=0player=0
7:x=0y=220player=0,3:x=10y=220player=0,3:x=20y=220player=0,3:x=30y=220player=0,3:x=40y=220player=0,3:x=50y=220player=0,3:x=60y=220player=0,3:x=70y=220player=0,3:x=80y=220player=0,3:x=90y=220player=0,3:x=100y=220player=0,3:x=110y=220player=0,3:x=120y=220player=0,3:x=130y=220player=0,3:x=140y=220player=0,6:x=150y=220player=1,6:x=160y=220player=1,6:x=170y=220player=1,3:x=180y=220player=0,3:x=190y=220player=0,3:x=200y=220player=0,3:x=210y=220player=0,4:x=220y=220player=0,4:x=230y=220player=0,4:x=240y=220player=0,3:x=250y=220player=0,3:x=260y=220player=0,3:x=270y=220player=0,6:x=280y=220player=2,6:x=290y=220player=2,6:x=300y=220player=2,3:x=310y=220player=0,3:x=320y=220player=0,3:x=330y=220player=0,3:x=340y=220player=0,3:x=350y=220player=0,3:x=360y=220player=0,3:x=370y=220player=0,3:x=380y=220player=0,3:x=390y=220player=0,3:x=400y=220player=0,3:x=410y=220player=0,3:x=420y=220player=0,3:x=430y=220player=0,3:x=440y=220player=0,3:x=450y=220player=0,3:x=460y=220player=0,3:x=470y=220player=0,3:x=480y=220player=0,7:x=490y=220player=0
7:x=0y=230player=0,3:x=10y=230player=0,3:x=20y=230player=0,3:x=30y=230player=0,3:x=40y=230player=0,3:x=50y=230player=0,3:x=60y=230player=0,3:x=70y=230player=0,3:x=80y=230player=0,3:x=90y=230player=0,3:x=100y=230player=0,3:x=110y=230player=0,3:x=120y=230player=0,3:x=130y=230player=0,3:x=140y=230player=0,6:x=150y=230player=1,6:x=160y=230player=1,6:x=170y=230player=1,3:x=180y=230player=0,3:x=190y=230player=0,3:x=200y=230player=0,3:x=210y=230player=0,4:x=220y=230player=0,4:x=230y=230player=0,4:x=240y=230player=0,3:x=250y=230player=0,3:x=260y=230player=0,3:x=270y=230player=0,6:x=280y=230player=2,6:x=290y=230player=2,6:x=300y=230player=2,3:x=310y=230player=0,3:x=320y=230player=0,3:x=330y=230player=0,3:x=340y=230player=0,3:x=350y=230player=0,3:x=360y=230player=0,3:x=370y=230player=0,3:x=380y=230player=0,3:x=390y=230player=0,3:x=400y=230player=0,3:x=410y=230player=0,3:x=420y=230player=0,3:x=430y=230player=0,3:x=440y=230player=0,3:x=450y=230player=0,3:x=460y=230player=0,3:x=470y=230player=0,3:x=480y=230player=0,7:x=490y=230player=0
7:x=0y=240player=0,3:x=10y=240player=0,3:x=20y=240player=0,3:x=30y=240player=0,3:x=40y=240player=0,3:x=50y=240player=0,3:x=60y=240player=0,3:x=70y=240player=0,3:x=80y=240player=0,3:x=90y=240player=0,3:x=100y=240player=0,3:x=110y=240player=0,3:x=120y=240player=0,3:x=130y=240player=0,3:x=140y=240player=0,3:x=150y=240player=0,3:x=160y=240player=0,3:x=170y=240player=0,3:x=180y=240player=0,3:x=190y=240player=0,3:x=200y=240player=0,3:x=210y=240player=0,4:x=220y=240player=0,4:x=230y=240player=0,4:x=240y=240player=0,4:x=250y=240player=0,3:x=260y=240player=0,3:x=270y=240player=0,3:x=280y=240player=0,3:x=290y=240player=0,3:x=300y=240player=0,3:x=310y=240player=0,3:x=320y=240player=0,3:x=330y=240player=0,3:x=340y=240player=0,3:x=350y=240player=0,3:x=360y=240player=0,3:x=370y=240player=0,3:x=380y=240player=0,3:x=390y=240player=0,3:x=400y=240player=0,3:x=410y=240player=0,3:x=420y=240player=0,3:x=430y=240player=0,3:x=440y=240player=0,3:x=450y=240player=0,3:x=460y=240player=0,3:x=470y=240player=0,3:x=480y=240player=0,7:x=490y=240player=0
7:x=0y=250player=0,3:x=10y=250player=0,3:x=20y=250player=0,3:x=30y=250player=0,3:x=40y=250player=0,3:x=50y=250player=0,3:x=60y=250player=0,3:x=70y=250player=0,3:x=80y=250player=0,3:x=90y=250player=0,3:x=100y=250player=0,3:x=110y=250player=0,3:x=120y=250player=0,3:x=130y=250player=0,3:x=140y=250player=0,3:x=150y=250player=0,3:x=160y=250player=0,3:x=170y=250player=0,3:x=180y=250player=0,3:x=190y=250player=0,3:x=200y=250player=0,3:x=210y=250player=0,4:x=220y=250player=0,4:x=230y=250player=0,4:x=240y=250player=0,4:x=250y=250player=0,4:x=260y=250player=0,3:x=270y=250player=0,3:x=280y=250player=0,3:x=290y=250player=0,3:x=300y=250player=0,3:x=310y=250player=0,3:x=320y=250player=0,3:x=330y=250player=0,3:x=340y=250player=0,3:x=350y=250player=0,3:x=360y=250player=0,3:x=370y=250player=0,3:x=380y=250player=0,3:x=390y=250player=0,3:x=400y=250player=0,3:x=410y=250player=0,3:x=420y=250player=0,3:x=430y=250player=0,3:x=440y=250player=0,3:x=450y=250player=0,3:x=460y=250player=0,3:x=470y=250player=0,3:x=480y=250player=0,7:x=490y=250player=0
7:x=0y=260player=0,3:x=10y=260player=0,3:x=20y=260player=0,3:x=30y=260player=0,3:x=40y=260player=0,3:x=50y=260player=0,3:x=60y=260player=0,3:x=70y=260player=0,3:x=80y=260player=0,3:x=90y=260player=0,3:x=100y=260player=0,3:x=110y=260player=0,3:x=120y=260player=0,3:x=130y=260player=0,3:x=140y=260player=0,3:x=150y=260player=0,3:x=160y=260player=0,3:x=170y=260player=0,3:x=180y=260player=0,3:x=190y=260player=0,3:x=200y=260player=0,3:x=210y=260player=0,4:x=220y=260player=0,4:x=230y=260player=0,4:x=240y=260player=0,3:x=250y=260player=0,4:x=260y=260player=0,4:x=270y=260player=0,4:x=280y=260player=0,4:x=290y=260player=0,4:x=300y=260player=0,4:x=310y=260player=0,4:x=320y=260player=0,4:x=330y=260player=0,4:x=340y=260player=0,4:x=350y=260player=0,4:x=360y=260player=0,4:x=370y=260player=0,4:x=380y=260player=0,4:x=390y=260player=0,4:x=400y=260player=0,4:x=410y=260player=0,4:x=420y=260player=0,4:x=430y=260player=0,4:x=440y=260player=0,4:x=450y=260player=0,4:x=460y=260player=0,4:x=470y=260player=0,3:x=480y=260player=0,7:x=490y=260player=0
7:x=0y=270player=0,3:x=10y=270player=0,3:x=20y=270player=0,3:x=30y=270player=0,3:x=40y=270player=0,3:x=50y=270player=0,3:x=60y=270player=0,3:x=70y=270player=0,3:x=80y=270player=0,3:x=90y=270player=0,3:x=100y=270player=0,3:x=110y=270player=0,3:x=120y=270player=0,3:x=130y=270player=0,3:x=140y=270player=0,3:x=150y=270player=0,3:x=160y=270player=0,3:x=170y=270player=0,3:x=180y=270player=0,3:x=190y=270player=0,3:x=200y=270player=0,3:x=210y=270player=0,4:x=220y=270player=0,4:x=230y=270player=0,4:x=240y=270player=0,3:x=250y=270player=0,3:x=260y=270player=0,3:x=270y=270player=0,3:x=280y=270player=0,3:x=290y=270player=0,3:x=300y=270player=0,3:x=310y=270player=0,3:x=320y=270player=0,3:x=330y=270player=0,3:x=340y=270player=0,3:x=350y=270player=0,3:x=360y=270player=0,3:x=370y=270player=0,3:x=380y=270player=0,3:x=390y=270player=0,3:x=400y=270player=0,3:x=410y=270player=0,3:x=420y=270player=0,3:x=430y=270player=0,3:x=440y=270player=0,3:x=450y=270player=0,3:x=460y=270player=0,3:x=470y=270player=0,3:x=480y=270player=0,7:x=490y=270player=0
7:x=0y=280player=0,3:x=10y=280player=0,3:x=20y=280player=0,3:x=30y=280player=0,3:x=40y=280player=0,3:x=50y=280player=0,3:x=60y=280player=0,3:x=70y=280player=0,3:x=80y=280player=0,3:x=90y=280player=0,3:x=100y=280player=0,3:x=110y=280player=0,3:x=120y=280player=0,3:x=130y=280player=0,3:x=140y=280player=0,3:x=150y=280player=0,3:x=160y=280player=0,3:x=170y=280player=0,3:x=180y=280player=0,3:x=190y=280player=0,3:x=200y=280player=0,3:x=210y=280player=0,4:x=220y=280player=0,4:x=230y=280player=0,4:x=240y=280player=0,3:x=250y=280player=0,3:x=260y=280player=0,3:x=270y=280player=0,3:x=280y=280player=0,3:x=290y=280player=0,3:x=300y=280player=0,3:x=310y=280player=0,3:x=320y=280player=0,3:x=330y=280player=0,3:x=340y=280player=0,3:x=350y=280player=0,3:x=360y=280player=0,3:x=370y=280player=0,3:x=380y=280player=0,3:x=390y=280player=0,3:x=400y=280player=0,3:x=410y=280player=0,3:x=420y=280player=0,3:x=430y=280player=0,3:x=440y=280player=0,3:x=450y=280player=0,3:x=460y=280player=0,3:x=470y=280player=0,3:x=480y=280player=0,7:x=490y=280player=0
7:x=0y=290player=0,3:x=10y=290player=0,3:x=20y=290player=0,3:x=30y=290player=0,3:x=40y=290player=0,3:x=50y=290player=0,3:x=60y=290player=0,3:x=70y=290player=0,3:x=80y=290player=0,3:x=90y=290player=0,3:x=100y=290player=0,3:x=110y=290player=0,3:x=120y=290player=0,3:x=130y=290player=0,3:x=140y=290player=0,3:x=150y=290player=0,3:x=160y=290player=0,3:x=170y=290player=0,3:x=180y=290player=0,3:x=190y=290player=0,3:x=200y=290player=0,3:x=210y=290player=0,4:x=220y=290player=0,4:x=230y=290player=0,4:x=240y=290player=0,3:x=250y=290player=0,3:x=260y=290player=0,3:x=270y=290player=0,3:x=280y=290player=0,3:x=290y=290player=0,3:x=300y=290player=0,3:x=310y=290player=0,3:x=320y=290player=0,3:x=330y=290player=0,3:x=340y=290player=0,3:x=350y=290player=0,3:x=360y=290player=0,3:x=370y=290player=0,3:x=380y=290player=0,3:x=390y=290player=0,3:x=400y=290player=0,3:x=410y=290player=0,3:x=420y=290player=0,3:x=430y=290player=0,3:x=440y=290player=0,3:x=450y=290player=0,3:x=460y=290player=0,3:x=470y=290player=0,3:x=480y=290player=0,7:x=490y=290player=0
7:x=0y=300player=0,3:x=10y=300player=0,3:x=20y=300player=0,3:x=30y=300player=0,3:x=40y=300player=0,3:x=50y=300player=0,3:x=60y=300player=0,3:x=70y=300player=0,3:x=80y=300player=0,3:x=90y=300player=0,3:x=100y=300player=0,3:x=110y=300player=0,3:x=120y=300player=0,3:x=130y=300player=0,3:x=140y=300player=0,3:x=150y=300player=0,3:x=160y=300player=0,3:x=170y=300player=0,3:x=180y=300player=0,3:x=190y=300player=0,3:x=200y=300player=0,3:x=210y=300player=0,4:x=220y=300player=0,4:x=230y=300player=0,4:x=240y=300player=0,3:x=250y=300player=0,3:x=260y=300player=0,3:x=270y=300player=0,3:x=280y=300player=0,3:x=290y=300player=0,3:x=300y=300player=0,3:x=310y=300player=0,3:x=320y=300player=0,3:x=330y=300player=0,3:x=340y=300player=0,3:x=350y=300player=0,3:x=360y=300player=0,3:x=370y=300player=0,3:x=380y=300player=0,3:x=390y=300player=0,3:x=400y=300player=0,3:x=410y=300player=0,3:x=420y=300player=0,3:x=430y=300player=0,3:x=440y=300player=0,3:x=450y=300player=0,3:x=460y=300player=0,3:x=470y=300player=0,3:x=480y=300player=0,7:x=490y=300player=0
7:x=0y=310player=0,3:x=10y=310player=0,3:x=20y=310player=0,3:x=30y=310player=0,3:x=40y=310player=0,3:x=50y=310player=0,3:x=60y=310player=0,3:x=70y=310player=0,3:x=80y=310player=0,3:x=90y=310player=0,3:x=100y=310player=0,3:x=110y=310player=0,3:x=120y=310player=0,3:x=130y=310player=0,3:x=140y=310player=0,3:x=150y=310player=0,3:x=160y=310player=0,3:x=170y=310player=0,3:x=180y=310player=0,3:x=190y=310player=0,3:x=200y=310player=0,3:x=210y=310player=0,4:x=220y=310player=0,4:x=230y=310player=0,4:x=240y=310player=0,3:x=250y=310player=0,3:x=260y=310player=0,3:x=270y=310player=0,3:x=280y=310player=0,3:x=290y=310player=0,3:x=300y=310player=0,3:x=310y=310player=0,3:x=320y=310player=0,3:x=330y=310player=0,3:x=340y=310player=0,3:x=350y=310player=0,3:x=360y=310player=0,3:x=370y=310player=0,3:x=380y=310player=0,3:x=390y=310player=0,3:x=400y=310player=0,3:x=410y=310player=0,3:x=420y=310player=0,3:x=430y=310player=0,3:x=440y=310player=0,3:x=450y=310player=0,3:x=460y=310player=0,3:x=470y=310player=0,3:x=480y=310player=0,7:x=490y=310player=0
7:x=0y=320player=0,3:x=10y=320player=0,3:x=20y=320player=0,3:x=30y=320player=0,3:x=40y=320player=0,3:x=50y=320player=0,3:x=60y=320player=0,3:x=70y=320player=0,3:x=80y=320player=0,3:x=90y=320player=0,3:x=100y=320player=0,3:x=110y=320player=0,3:x=120y=320player=0,3:x=130y=320player=0,3:x=140y=320player=0,3:x=150y=320player=0,3:x=160y=320player=0,3:x=170y=320player=0,3:x=180y=320player=0,3:x=190y=320player=0,3:x=200y=320player=0,3:x=210y=320player=0,4:x=220y=320player=0,4:x=230y=320player=0,4:x=240y=320player=0,3:x=250y=320player=0,3:x=260y=320player=0,3:x=270y=320player=0,3:x=280y=320player=0,3:x=290y=320player=0,3:x=300y=320player=0,3:x=310y=320player=0,3:x=320y=320player=0,3:x=330y=320player=0,3:x=340y=320player=0,3:x=350y=320player=0,3:x=360y=320player=0,3:x=370y=320player=0,3:x=380y=320player=0,3:x=390y=320player=0,3:x=400y=320player=0,3:x=410y=320player=0,3:x=420y=320player=0,3:x=430y=320player=0,3:x=440y=320player=0,3:x=450y=320player=0,3:x=460y=320player=0,3:x=470y=320player=0,3:x=480y=320player=0,7:x=490y=320player=0
7:x=0y=330player=0,3:x=10y=330player=0,3:x=20y=330player=0,3:x=30y=330player=0,3:x=40y=330player=0,3:x=50y=330player=0,3:x=60y=330player=0,3:x=70y=330player=0,3:x=80y=330player=0,3:x=90y=330player=0,3:x=100y=330player=0,3:x=110y=330player=0,3:x=120y=330player=0,3:x=130y=330player=0,3:x=140y=330player=0,3:x=150y=330player=0,3:x=160y=330player=0,3:x=170y=330player=0,3:x=180y=330player=0,3:x=190y=330player=0,3:x=200y=330player=0,3:x=210y=330player=0,4:x=220y=330player=0,4:x=230y=330player=0,4:x=240y=330player=0,3:x=250y=330player=0,3:x=260y=330player=0,3:x=270y=330player=0,3:x=280y=330player=0,3:x=290y=330player=0,3:x=300y=330player=0,3:x=310y=330player=0,3:x=320y=330player=0,3:x=330y=330player=0,3:x=340y=330player=0,3:x=350y=330player=0,3:x=360y=330player=0,3:x=370y=330player=0,3:x=380y=330player=0,3:x=390y=330player=0,3:x=400y=330player=0,3:x=410y=330player=0,3:x=420y=330player=0,3:x=430y=330player=0,3:x=440y=330player=0,3:x=450y=330player=0,3:x=460y=330player=0,3:x=470y=330player=0,3:x=480y=330player=0,7:x=490y=330player=0
7:x=0y=340player=0,3:x=10y=340player=0,3:x=20y=340player=0,3:x=30y=340player=0,3:x=40y=340player=0,3:x=50y=340player=0,3:x=60y=340player=0,3:x=70y=340player=0,3:x=80y=340player=0,3:x=90y=340player=0,3:x=100y=340player=0,3:x=110y=340player=0,3:x=120y=340player=0,3:x=130y=340player=0,3:x=140y=340player=0,3:x=150y=340player=0,3:x=160y=340player=0,3:x=170y=340player=0,3:x=180y=340player=0,3:x=190y=340player=0,3:x=200y=340player=0,3:x=210y=340player=0,4:x=220y=340player=0,4:x=230y=340player=0,4:x=240y=340player=0,3:x=250y=340player=0,3:x=260y=340player=0,3:x=270y=340player=0,3:x=280y=340player=0,3:x=290y=340player=0,3:x=300y=340player=0,3:x=310y=340player=0,3:x=320y=340player=0,3:x=330y=340player=0,3:x=340y=340player=0,3:x=350y=340player=0,3:x=360y=340player=0,3:x=370y=340player=0,3:x=380y=340player=0,3:x=390y=340player=0,3:x=400y=340player=0,3:x=410y=340player=0,3:x=420y=340player=0,3:x=430y=340player=0,3:x=440y=340player=0,3:x=450y=340player=0,3:x=460y=340player=0,3:x=470y=340player=0,3:x=480y=340player=0,7:x=490y=340player=0
7:x=0y=350player=0,3:x=10y=350player=0,3:x=20y=350player=0,3:x=30y=350player=0,3:x=40y=350player=0,3:x=50y=350player=0,3:x=60y=350player=0,3:x=70y=350player=0,3:x=80y=350player=0,3:x=90y=350player=0,3:x=100y=350player=0,3:x=110y=350player=0,3:x=120y=350player=0,3:x=130y=350player=0,3:x=140y=350player=0,3:x=150y=350player=0,3:x=160y=350player=0,3:x=170y=350player=0,3:x=180y=350player=0,3:x=190y=350player=0,3:x=200y=350player=0,3:x=210y=350player=0,4:x=220y=350player=0,4:x=230y=350player=0,4:x=240y=350player=0,3:x=250y=350player=0,3:x=260y=350player=0,3:x=270y=350player=0,3:x=280y=350player=0,3:x=290y=350player=0,3:x=300y=350player=0,3:x=310y=350player=0,3:x=320y=350player=0,3:x=330y=350player=0,3:x=340y=350player=0,3:x=350y=350player=0,3:x=360y=350player=0,3:x=370y=350player=0,3:x=380y=350player=0,3:x=390y=350player=0,3:x=400y=350player=0,3:x=410y=350player=0,3:x=420y=350player=0,3:x=430y=350player=0,3:x=440y=350player=0,3:x=450y=350player=0,3:x=460y=350player=0,3:x=470y=350player=0,3:x=480y=350player=0,7:x=490y=350player=0
7:x=0y=360player=0,3:x=10y=360player=0,3:x=20y=360player=0,3:x=30y=360player=0,3:x=40y=360player=0,3:x=50y=360player=0,3:x=60y=360player=0,3:x=70y=360player=0,3:x=80y=360player=0,3:x=90y=360player=0,3:x=100y=360player=0,3:x=110y=360player=0,3:x=120y=360player=0,3:x=130y=360player=0,3:x=140y=360player=0,3:x=150y=360player=0,3:x=160y=360player=0,3:x=170y=360player=0,3:x=180y=360player=0,3:x=190y=360player=0,3:x=200y=360player=0,3:x=210y=360player=0,4:x=220y=360player=0,4:x=230y=360player=0,4:x=240y=360player=0,3:x=250y=360player=0,3:x=260y=360player=0,3:x=270y=360player=0,3:x=280y=360player=0,3:x=290y=360player=0,3:x=300y=360player=0,3:x=310y=360player=0,3:x=320y=360player=0,3:x=330y=360player=0,3:x=340y=360player=0,3:x=350y=360player=0,3:x=360y=360player=0,3:x=370y=360player=0,3:x=380y=360player=0,3:x=390y=360player=0,3:x=400y=360player=0,3:x=410y=360player=0,3:x=420y=360player=0,3:x=430y=360player=0,3:x=440y=360player=0,3:x=450y=360player=0,3:x=460y=360player=0,3:x=470y=360player=0,3:x=480y=360player=0,7:x=490y=360player=0
7:x=0y=370player=0,3:x=10y=370player=0,3:x=20y=370player=0,3:x=30y=370player=0,3:x=40y=370player=0,3:x=50y=370player=0,3:x=60y=370player=0,3:x=70y=370player=0,3:x=80y=370player=0,3:x=90y=370player=0,3:x=100y=370player=0,3:x=110y=370player=0,3:x=120y=370player=0,3:x=130y=370player=0,3:x=140y=370player=0,3:x=150y=370player=0,3:x=160y=370player=0,3:x=170y=370player=0,3:x=180y=370player=0,3:x=190y=370player=0,3:x=200y=370player=0,3:x=210y=370player=0,4:x=220y=370player=0,4:x=230y=370player=0,4:x=240y=370player=0,3:x=250y=370player=0,3:x=260y=370player=0,3:x=270y=370player=0,3:x=280y=370player=0,3:x=290y=370player=0,3:x=300y=370player=0,3:x=310y=370player=0,3:x=320y=370player=0,3:x=330y=370player=0,3:x=340y=370player=0,3:x=350y=370player=0,3:x=360y=370player=0,3:x=370y=370player=0,3:x=380y=370player=0,3:x=390y=370player=0,3:x=400y=370player=0,3:x=410y=370player=0,3:x=420y=370player=0,3:x=430y=370player=0,3:x=440y=370player=0,3:x=450y=370player=0,3:x=460y=370player=0,3:x=470y=370player=0,3:x=480y=370player=0,7:x=490y=370player=0
7:x=0y=380player=0,3:x=10y=380player=0,3:x=20y=380player=0,3:x=30y=380player=0,3:x=40y=380player=0,3:x=50y=380player=0,3:x=60y=380player=0,3:x=70y=380player=0,3:x=80y=380player=0,3:x=90y=380player=0,3:x=100y=380player=0,3:x=110y=380player=0,3:x=120y=380player=0,3:x=130y=380player=0,3:x=140y=380player=0,3:x=150y=380player=0,3:x=160y=380player=0,3:x=170y=380player=0,3:x=180y=380player=0,3:x=190y=380player=0,3:x=200y=380player=0,3:x=210y=380player=0,4:x=220y=380player=0,4:x=230y=380player=0,4:x=240y=380player=0,3:x=250y=380player=0,3:x=260y=380player=0,3:x=270y=380player=0,3:x=280y=380player=0,3:x=290y=380player=0,3:x=300y=380player=0,3:x=310y=380player=0,3:x=320y=380player=0,3:x=330y=380player=0,3:x=340y=380player=0,3:x=350y=380player=0,3:x=360y=380player=0,3:x=370y=380player=0,3:x=380y=380player=0,3:x=390y=380player=0,3:x=400y=380player=0,3:x=410y=380player=0,3:x=420y=380player=0,3:x=430y=380player=0,3:x=440y=380player=0,3:x=450y=380player=0,3:x=460y=380player=0,3:x=470y=380player=0,3:x=480y=380player=0,7:x=490y=380player=0
7:x=0y=390player=0,3:x=10y=390player=0,3:x=20y=390player=0,3:x=30y=390player=0,3:x=40y=390player=0,3:x=50y=390player=0,3:x=60y=390player=0,3:x=70y=390player=0,3:x=80y=390player=0,3:x=90y=390player=0,3:x=100y=390player=0,3:x=110y=390player=0,3:x=120y=390player=0,3:x=130y=390player=0,3:x=140y=390player=0,3:x=150y=390player=0,3:x=160y=390player=0,3:x=170y=390player=0,3:x=180y=390player=0,3:x=190y=390player=0,3:x=200y=390player=0,3:x=210y=390player=0,4:x=220y=390player=0,4:x=230y=390player=0,4:x=240y=390player=0,3:x=250y=390player=0,3:x=260y=390player=0,3:x=270y=390player=0,3:x=280y=390player=0,3:x=290y=390player=0,3:x=300y=390player=0,3:x=310y=390player=0,3:x=320y=390player=0,3:x=330y=390player=0,3:x=340y=390player=0,3:x=350y=390player=0,3:x=360y=390player=0,3:x=370y=390player=0,3:x=380y=390player=0,3:x=390y=390player=0,3:x=400y=390player=0,3:x=410y=390player=0,3:x=420y=390player=0,3:x=430y=390player=0,3:x=440y=390player=0,3:x=450y=390player=0,3:x=460y=390player=0,3:x=470y=390player=0,3:x=480y=390player=0,7:x=490y=390player=0
7:x=0y=400player=0,3:x=10y=400player=0,3:x=20y=400player=0,3:x=30y=400player=0,3:x=40y=400player=0,3:x=50y=400player=0,3:x=60y=400player=0,3:x=70y=400player=0,3:x=80y=400player=0,6:x=90y=400player=1,6:x=100y=400player=1,6:x=110y=400player=1,3:x=120y=400player=0,3:x=130y=400player=0,3:x=140y=400player=0,3:x=150y=400player=0,3:x=160y=400player=0,3:x=170y=400player=0,3:x=180y=400player=0,3:x=190y=400player=0,3:x=200y=400player=0,3:x=210y=400player=0,4:x=220y=400player=0,4:x=230y=400player=0,4:x=240y=400player=0,3:x=250y=400player=0,3:x=260y=400player=0,3:x=270y=400player=0,3:x=280y=400player=0,3:x=290y=400player=0,3:x=300y=400player=0,3:x=310y=400player=0,3:x=320y=400player=0,3:x=330y=400player=0,3:x=340y=400player=0,3:x=350y=400player=0,6:x=360y=400player=2,6:x=370y=400player=2,6:x=380y=400player=2,3:x=390y=400player=0,3:x=400y=400player=0,3:x=410y=400player=0,3:x=420y=400player=0,3:x=430y=400player=0,3:x=440y=400player=0,3:x=450y=400player=0,3:x=460y=400player=0,3:x=470y=400player=0,3:x=480y=400player=0,7:x=490y=400player=0
7:x=0y=410player=0,3:x=10y=410player=0,3:x=20y=410player=0,3:x=30y=410player=0,3:x=40y=410player=0,3:x=50y=410player=0,3:x=60y=410player=0,3:x=70y=410player=0,3:x=80y=410player=0,6:x=90y=410player=1,6:x=100y=410player=1,6:x=110y=410player=1,3:x=120y=410player=0,3:x=130y=410player=0,3:x=140y=410player=0,3:x=150y=410player=0,3:x=160y=410player=0,3:x=170y=410player=0,3:x=180y=410player=0,3:x=190y=410player=0,3:x=200y=410player=0,3:x=210y=410player=0,4:x=220y=410player=0,4:x=230y=410player=0,4:x=240y=410player=0,3:x=250y=410player=0,3:x=260y=410player=0,3:x=270y=410player=0,3:x=280y=410player=0,3:x=290y=410player=0,3:x=300y=410player=0,3:x=310y=410player=0,3:x=320y=410player=0,3:x=330y=410player=0,3:x=340y=410player=0,3:x=350y=410player=0,6:x=360y=410player=2,6:x=370y=410player=2,6:x=380y=410player=2,3:x=390y=410player=0,3:x=400y=410player=0,3:x=410y=410player=0,3:x=420y=410player=0,3:x=430y=410player=0,3:x=440y=410player=0,3:x=450y=410player=0,3:x=460y=410player=0,3:x=470y=410player=0,3:x=480y=410player=0,7:x=490y=410player=0
7:x=0y=420player=0,3:x=10y=420player=0,3:x=20y=420player=0,3:x=30y=420player=0,3:x=40y=420player=0,3:x=50y=420player=0,3:x=60y=420player=0,3:x=70y=420player=0,3:x=80y=420player=0,3:x=90y=420player=0,3:x=100y=420player=0,3:x=110y=420player=0,3:x=120y=420player=0,3:x=130y=420player=0,3:x=140y=420player=0,3:x=150y=420player=0,3:x=160y=420player=0,3:x=170y=420player=0,3:x=180y=420player=0,3:x=190y=420player=0,3:x=200y=420player=0,3:x=210y=420player=0,4:x=220y=420player=0,4:x=230y=420player=0,4:x=240y=420player=0,3:x=250y=420player=0,3:x=260y=420player=0,3:x=270y=420player=0,3:x=280y=420player=0,3:x=290y=420player=0,3:x=300y=420player=0,3:x=310y=420player=0,3:x=320y=420player=0,3:x=330y=420player=0,3:x=340y=420player=0,3:x=350y=420player=0,3:x=360y=420player=0,3:x=370y=420player=0,3:x=380y=420player=0,3:x=390y=420player=0,3:x=400y=420player=0,3:x=410y=420player=0,3:x=420y=420player=0,3:x=430y=420player=0,3:x=440y=420player=0,3:x=450y=420player=0,3:x=460y=420player=0,3:x=470y=420player=0,3:x=480y=420player=0,7:x=490y=420player=0
7:x=0y=430player=0,3:x=10y=430player=0,3:x=20y=430player=0,3:x=30y=430player=0,3:x=40y=430player=0,3:x=50y=430player=0,3:x=60y=430player=0,3:x=70y=430player=0,3:x=80y=430player=0,3:x=90y=430player=0,3:x=100y=430player=0,3:x=110y=430player=0,3:x=120y=430player=0,3:x=130y=430player=0,3:x=140y=430player=0,3:x=150y=430player=0,3:x=160y=430player=0,3:x=170y=430player=0,3:x=180y=430player=0,3:x=190y=430player=0,3:x=200y=430player=0,3:x=210y=430player=0,4:x=220y=430player=0,4:x=230y=430player=0,4:x=240y=430player=0,3:x=250y=430player=0,3:x=260y=430player=0,3:x=270y=430player=0,3:x=280y=430player=0,3:x=290y=430player=0,3:x=300y=430player=0,3:x=310y=430player=0,3:x=320y=430player=0,3:x=330y=430player=0,3:x=340y=430player=0,3:x=350y=430player=0,3:x=360y=430player=0,3:x=370y=430player=0,3:x=380y=430player=0,3:x=390y=430player=0,3:x=400y=430player=0,3:x=410y=430player=0,3:x=420y=430player=0,3:x=430y=430player=0,3:x=440y=430player=0,3:x=450y=430player=0,3:x=460y=430player=0,3:x=470y=430player=0,3:x=480y=430player=0,7:x=490y=430player=0
